,Unnamed: 0,total_string
1026,1026,book a table in Hallwood for one for supper
1027,1027,I want to eat panisses the nearby cafeteria in Naytahwaush
1028,1028,Book a table at a osteria type restaurant in SD
1029,1029,Book a table for kristina and teresa in 1 second.
1030,1030,I want to book The Commons Restaurant for five on Dec. the eighth
1031,1031,Book the CityZen for six people.
1032,1032,"Please get me seating at the tavern in Red Lick, Michigan"
1033,1033,"Need to book a table at a fast food restaurant for a party of nine on November seventeenth, 2019"
1034,1034,I want to eat at a bakery with deidre and rosa in Jersey.
1035,1035,Book a restaurant for ten people 1 second from now.
1036,1036,"Book reservations for ava gonzales, raquel brown and I on Jul. 6, 2040 in Hainesville at a restaurant"
1037,1037,I need to get seats for me and my ex wife to eat in Egypt.
1038,1038,book The Lake House for me and carmella
1039,1039,Find a reservation at a brasserie restaurant nearby SC for a party of ten
1040,1040,antoinette and I want to eat at an oyster bar that serves pizzette in South Duxbury ME
1041,1041,"Book a restaurant in Medford Lakes on Sep. 8, 2033 for essie, tonya and I"
1042,1042,book a restaurant for four in Burundi
1043,1043,"I'd like a table for my teenager and I at the Washington, D.C. Jewish Community Center"
1044,1044,Book a table for doris and I in New Tulsa
1045,1045,"Book a reservation at a restaurant with me, matilda and deana"
1046,1046,Reserve a place to eat on march fifteenth in China within the same area.
1047,1047,"I'd like a table for three at Black Rapids Roadhouse on February 24th, 2039"
1048,1048,Get me a table at a bar which has a spa.
1049,1049,Please make reservations for a bar close-by in Lake Alfred.
1050,1050,I need a reservation for Roscoff Restaurant in Valley Mills
1051,1051,I need a table at a brasserie in Belgium
1052,1052,I want to book at a pub with parking in Cuba.
1053,1053,book a table for 4 at Fish Express
1054,1054,"I'd like to eat at a top-rated place on nov. the twenty-sixth in the food court, I need reservations for 7 in the city of Kane or somewhere near there."
1055,1055,Book me a table for seven in neighboring France.
1056,1056,book in Falkland Islands at Atomic Cafe
1057,1057,I want to take four friends to the pub for some tuna casserole
1058,1058,I need a reservation in Decaturville for six people.
1059,1059,Book me a reservation for eight for the top-rated bakery eleven hours from now in Mango
1060,1060,book a spot for ten at a restaurant with a spa in U.S. Minor Outlying Islands
1061,1061,Book a reservation for seven people at a highly rated restaurant that serves moroccan food in East Greenville
1062,1062,Book the Light Horse Tavern for 4 people.
1063,1063,book a table in UT at Kearney for 6
1064,1064,book a table at a restaurant in Lucerne Valley that serves chicken nugget
1065,1065,me and deanna want to book a restaurant in Malawi
1066,1066,"Book a food truck that serves tarte for tanisha, lorena and juliana."
1067,1067,"christie, concepcion and I want to eat trattoria at a brasserie in Johnston now"
1068,1068,book in one hour within walking distance of a restaurant downtown
1069,1069,I need to book a top-rated steakhouse this Autumn  for 1 around Azerbaijan
1070,1070,book in Romania for christian and susana at David Carpenter House
1071,1071,book in Ukraine at a highly rated restaurant
1072,1072,Let me get reservations at a place neighboring Indonesia on August the nineteenth.
1073,1073,I'd like to book a reservation for next Spring for nine people at Shore Club.
1074,1074,"Book the Chapter One in Bosnia and Herzegovina for patti, hester richardson and camille"
1075,1075,Book me a restaurant ten minutes from now
1076,1076,I need a reservation for a tea house in Maple Glen for four people
1077,1077,I'd like to eat at ten PM. anywhere neighboring to our house
1078,1078,Book a table for seven people at a restaurant which has internet.
1079,1079,"Book a table for 6 at a restaurant in Pershing Square, Manhattan at two am"
1080,1080,"Book a restaurant in Nebraska on january 25, 2034 for me and my mommy."
1081,1081,book a restaurant table at the food court in the spa sixteen hours from now
1082,1082,Book me a table for one at Blue Ribbon Barbecue
1083,1083,Book a highly rated food court for 2 people on jul. 4th.
1084,1084,"Locate a bakery in Rockport, Federated States Of Micronesia that serves olives"
1085,1085,"Book a table for my great grandfather and I at a place in Booker, AK.
"
1086,1086,book a table at Anstruther Fish Bar in FM
1087,1087,Please make a reservation at ten at a bakery which serves burrito.
1088,1088,Book the Labworth Cafe in Ethiopia for six people.
1089,1089,I have a party of 7 in East Timor
1090,1090,I need a table for 1 minute from now at any pub for five around IN that also serves fisn'n chips.
1091,1091,book a best tavern for nine
1092,1092,me and aisha and craving cordon bleu and need to book a table at a brasserie.
1093,1093,evangeline and petra cooper want to go to a restaurant in 9 years 
1094,1094,Table for one somewhere in Palco
1095,1095,I need to book a restaurant at four o'clock for 4
1096,1096,Lets go to a steakhouse before we go to the pool
1097,1097,"Book a table for iris, ina and heidi around 9 pm."
1098,1098,I need a reservation in Pitcairn Islands for any restaurant  joint
1099,1099,Book something for me and my wife at a restaurant in four weeks
1100,1100,Need a table in Serbia and Montenegro on Apr. 16 for a party of seven
1101,1101,Book a steakhouse with a spa for seven people.
1102,1102,I need seats for six at a vegan bar in London Borough of Enfield or the same distant in one second
1103,1103,Book a table at a diner which serves thousand island dressing in Ivory Coast.
1104,1104,I need a booking for seven people at Metropolitan Museum of Art.
1105,1105,Book a reservation for four at the best brasserie in Venezuela
1106,1106,Book a table for 1 person at a popular brasserie in Jansen that serves english food
1107,1107,I need a reservation for eight for a brasserie that serves spanish rice
1108,1108,"Book reservations at a restaurant in NE for 4 people on apr. 2, 2021"
1109,1109,book a gratin serving tea house in Bushkill
1110,1110,Book a restaurant that serves bouchee for midnight.
1111,1111,Book a restaurant for 7 people.
1112,1112,party of two for a food truck on december 22 that serves chicken french in Bolivia
1113,1113,"book a spot for marlene, jordan and I on oct. the 6th"
1114,1114,book a restaurant that serves trottole in Tillicum
1115,1115,I'd like to book the best restaurant in AS.
1116,1116,book a spot for 10 in the same area  of Inwood - 207th St
1117,1117,"I need to book a restaurant in Burkettsville in 2 years  for rhoda adams, roxanne and I"
1118,1118,Need a table at a fast food restaurant for me and my kids in Brusly Landing
1119,1119,I need a table for nine in Atlas in 1 second
1120,1120,Book a restaurant distant from downtown.
1121,1121,I want to bring four people to a place that's close to downtown that serves churrascaria cuisine. 
1122,1122,in Delanson 1 hour from now reserve a table for four
1123,1123,Find me a table at a delicatessen in Urbanette that serves rabbit pie
1124,1124,Book a restaurant in WI at 13:22:34 for 9 people.
1125,1125,Please make reservations for three at a kosher taverna nearby our secondary residence 
1126,1126,"Book a restaurant in Indiana for me, violet and dianne."
1127,1127,book a restaurant close to Grant Av
1128,1128,Book reservation for 2 people tomorrow in Whitewater
1129,1129,I need a table for 8 people at a restaurant in District Of Columbia.
1130,1130,book a table for ten people
1131,1131,Book a restaurant for 9 at 00:37 PM
1132,1132,Book a restaurant in Botswana for seven people.
1133,1133,Book Georgetown Cupcake in Keller for tea time.
1134,1134,"Book a restaurant for marcella, erma and leanne rivera."
1135,1135,I would like to make a reservation for 2 for brunch.
1136,1136,Book a table for me and my crew scheduled for 10:47:15 pm in IL.
1137,1137,I'd like to go to the popular bistro in OH
1138,1138,Please book a bar type goiano room accommodate for 2 members 1 second from now in PR
1139,1139,I'm looking to get a seat at a brasserie in Togo.
1140,1140,Book me a table at a Tartinery Restaurant not far from my home in Elk Rapids.
1141,1141,"book a brasserie at Turtle Creek neighboring on march sixth, 2038 for eight"
1142,1142,Book a maharashtrian restaurant please.
1143,1143,Book a table for five in Unalaska this month.
1144,1144,"My party of 3 would really like to eat baba au rhum at a brasserie, could you help?"
1145,1145,I want to book a restaurant now in Ludlow for eight
1146,1146,I want to book a pub in MS that serves festoni
1147,1147,book a cafe in Romania
1148,1148,I want to take my parents and I to eat some romagna at a brasserie in North Dakota
1149,1149,"Book a table for 1, 1 second from now in Adelaide"
1150,1150,in one hundred twenty seven days I'd like to eat at a pizzeria in North Lima
1151,1151,Book a brasserie in Cuney for seven people.
1152,1152,"Book me a table for seven in Co-operative Block Building, ND."
1153,1153,I'd like to eat surf and turf in one minute at a bar
1154,1154,I want to take my mom and I to the tea house
1155,1155,I want to book a highly rated pizzeria in the same area as tia's house
1156,1156,I need a table at The Middle East in MN for a party of 6
1157,1157,book me a restaurant at Sint Maarten on sun.
1158,1158,Book a restaurant in Three Points
1159,1159,I want a table for 2 at a Portugal restaurant
1160,1160,I'd like to eat at an internet restaurant with a party of four
1161,1161,I would like to book a bistro for 7
1162,1162,I'd like to eat at a restaurant in MD with a party of 8
1163,1163,Find a reservation for 2 at a restaurant for pizza
1164,1164,I want to book a restaurant in Bosnia and Herzegovina.
1165,1165,Need a booking for a party of five at a restaurant in French Polynesia
